url,demo,price,name,author
https://creativemarket.com/ThemeBeans/11666-Pinto-BlogPhoto-Theme,http://demo.themebeans.com/wp-content/themes/tbdemo/redirect.php?theme=Pinto,$29,Pinto | Blog/Photo Theme,ThemeBeans
https://creativemarket.com/redthemes/17331-Cuato-Multi-Purpose-WordPress-Theme,http://redthemes.net/themes/cuato/,$49,Cuato- Multi-Purpose WordPress Theme,redthemes
https://creativemarket.com/oddstructure/18612-Betterblog-WordPress-3.8-Theme,http://oddstructure.com/betterblog,$39,Betterblog: WordPress 3.8 Theme,OddStructure
https://creativemarket.com/Restored316/16277-Lovely-Genesis-Child-Theme,http://sample.restored316designs.com/?theme=lovely,$45,Lovely // Genesis Child Theme,Restored 316
https://creativemarket.com/designwall/3883-DW-Focus-Responsive-WordPress-News,http://demo.designwall.com/dw-focus,$49,DW Focus - Responsive WordPress News,DesignWall
https://creativemarket.com/graphpaperpress/5070-Albedo,http://demo.graphpaperpress.com/albedo/,$75,Albedo,Graph Paper Press
https://creativemarket.com/angiemakeswebsites/4579-The-Emma-Daisy-Wordpress-Theme,http://theemmadaisy.angiemakes.com/,$60,The Emma Daisy Wordpress Theme,angiemakeswebsites
https://creativemarket.com/villauriz/5335-Yourself,http://themes.villauriz.com/newyourself/?src=cm,$89,Yourself,Theme Yourself
https://creativemarket.com/Bluxart/9413-Banshee-Portfolio-Wordpress-Theme,http://www.demo.alessioatzeni.com/banshee/,$40,Banshee: Portfolio Wordpress Theme,Bluxart
https://creativemarket.com/dannyoutlaw/13546-SALE-Mason-Jar,http://masonjar.pictalodemo.com/,$35,SALE - Mason Jar,Pictalo
https://creativemarket.com/wordpresscanvas/15931-A-Starter-Theme-Wordpress-Canvas,http://wordpresscanvas.com,$50,A Starter Theme - Wordpress Canvas,Wordpress Canvas
https://creativemarket.com/ThemeBeans/9247-Snazzy-Portfolio-Theme,http://demo.themebeans.com/wp-content/themes/tbdemo/redirect.php?theme=Snazzy,$29,Snazzy | Portfolio Theme,ThemeBeans
https://creativemarket.com/angiemakeswebsites/4610-Gray-Lady-Gray-Responsive-WordPress,http://grayladygray.angiemakes.com,$60,Gray Lady Gray Responsive WordPress,angiemakeswebsites
https://creativemarket.com/MHthemes/17076-MH-Magazine-WordPress-Theme,http://www.mhthemes.com/dev_magazine/,$55,MH Magazine WordPress Theme,MH Themes
https://creativemarket.com/TheGravity/14956-Supernova-Multi-Purpose-Theme,http://thegravity.net/supernova,$45,Supernova - Multi-Purpose Theme,TheGravity Themes
